,murderandn,robbery,aggravated,burglary,larcenythe,motorvehic,arson,otherassau,forgeryand,fraud,embezzleme,stolenprop,vandalism,weaponscar,prostituti,sexoffense,drugabusev,gambling,offensesag,drivingund,liquorlaws,drunkennes,disorderly,allotherof,population,year,state,decrim,medical,recreational,st
555,86,330,3778,1636,10178,384,164,10545,296,613,207,585,1368,708,347,210,8814,37,1351.0,11307.0,5189,845.0,3522.0,47950,1807829.0,2010,NEWMEXICO,0,1,0,NM
556,234,3372,9724,8256,45462,2051,326,37980,2742,6487,103,5008,16304,3699,783,3708,62519,147,623.0,36578.0,4620,0.0,14017.0,72360,9600548.0,2010,NEWYORK,0,0,0,NY
557,553,3671,13789,15196,43788,1180,369,54262,2064,17435,1473,4543,7407,6727,1145,1504,33170,81,6577.0,50907.0,9634,0.0,13958.0,135390,7886978.0,2010,NORTHCAROLINA,0,0,0,NC
558,7,31,351,232,2449,129,10,1846,77,613,35,143,475,118,5,82,1938,0,113.0,3945.0,5072,196.0,2167.0,4577,605751.0,2010,NORTHDAKOTA,0,0,0,ND
559,183,2790,3940,6725,30710,935,222,36172,1509,2902,37,3436,4516,3228,1724,799,31465,45,4172.0,36259.0,11723,3602.0,19318.0,64347,8539835.0,2010,OHIO,0,0,0,OH
560,161,761,4495,3017,14892,442,253,9387,795,2278,487,2233,1431,1922,247,660,19714,46,895.0,17446.0,2551,21859.0,2846.0,41812,3706617.0,2010,OKLAHOMA,0,0,0,OK
561,82,971,2738,2343,19943,1165,255,12414,745,1586,37,339,4438,1491,296,1102,15600,1,468.0,13600.0,14350,0.0,9421.0,18324,3337173.0,2010,OREGON,1,1,0,OR
562,556,6896,15836,9389,46175,2595,644,48237,2703,7404,400,2792,10642,4293,1958,2681,55858,139,1206.0,51402.0,22405,24949.0,58285.0,53938,12300834.0,2010,PENNSYLVANIA,0,0,0,PA
563,9,270,606,834,2748,151,52,4815,143,585,110,393,1305,408,103,107,3782,0,101.0,2574.0,1162,17.0,3376.0,12177,1040938.0,2010,RHODEISLAND,0,1,0,RI
564,239,1486,6789,4484,20805,838,129,21652,1676,7358,403,2063,3386,2406,624,562,30435,321,1136.0,19245.0,9613,11706.0,15479.0,31280,4393409.0,2010,SOUTHCAROLINA,0,0,0,SC
565,11,39,451,353,2942,112,12,3469,102,598,32,94,537,162,22,57,2903,0,254.0,4883.0,5066,68.0,1765.0,2371,632552.0,2010,SOUTHDAKOTA,0,0,0,SD
566,253,2296,12095,6384,32097,1737,219,29574,2478,6438,719,775,4306,3109,2387,737,37512,408,2359.0,20589.0,6102,17104.0,9884.0,125823,4932498.0,2010,TENNESSEE,0,0,0,TN
567,767,7612,22842,19493,115161,4656,567,112198,6958,13033,522,908,13205,10664,7554,4301,136966,624,5414.0,93533.0,26607,130295.0,37961.0,335855,24862112.0,2010,TEXAS,0,0,0,TX
568,43,444,1345,1406,18872,325,80,11330,953,1091,20,774,4300,1260,414,848,10728,1,1562.0,7170.0,10063,4337.0,5224.0,40909,2669959.0,2010,UTAH,0,0,0,UT
569,6,19,367,306,1208,80,18,1346,50,225,37,105,339,9,5,14,1156,0,293.0,2461.0,428,3.0,553.0,2353,545701.0,2010,VERMONT,0,1,0,VT
570,293,2005,4608,4486,30893,1045,265,42988,2268,7425,1646,999,4719,3777,689,1217,33666,78,2072.0,28680.0,13618,34766.0,5701.0,122233,7864147.0,2010,VIRGINIA,0,0,0,VA
571,108,1898,5038,5059,25895,1237,223,26736,1238,954,85,2489,6292,2541,836,876,20644,7,562.0,34098.0,8434,10.0,4835.0,66995,5269545.0,2010,WASHINGTON,1,1,0,WA
572,26,178,1625,875,4839,193,53,6347,434,802,139,345,822,310,114,125,6235,10,87.0,4922.0,1711,3388.0,1098.0,11561,1488466.0,2010,WESTVIRGINIA,0,0,0,WV
573,139,1777,4711,3949,28916,958,142,16488,1027,3817,164,1483,8168,3318,358,2311,22651,165,2215.0,29549.0,28373,5.0,49517.0,91312,5037442.0,2010,WISCONSIN,0,0,0,WI
574,6,23,422,350,2418,84,19,3168,74,200,4,68,748,99,7,148,3103,0,194.0,5810.0,3760,2374.0,1313.0,10269,559126.0,2010,WYOMING,0,0,0,WY
575,0,11,4,17,509,5,0,234,4,9,16,20,10,20,0,0,300,0,1.0,287.0,6,193.0,30.0,425,82012.0,2011,ALABAMA,0,0,0,AL
576,32,225,1668,417,3097,266,44,5309,64,245,102,28,887,401,69,356,2341,1,329.0,4420.0,2603,102.0,1115.0,15362,714559.0,2011,ALASKA,1,1,0,AK
577,244,1736,6413,4615,33888,1402,239,24442,1822,2101,200,1240,11164,2400,777,1702,30886,55,2536.0,35496.0,21739,0.0,17374.0,78889,6128057.0,2011,ARIZONA,0,1,0,AZ
578,59,435,2596,2391,10213,285,59,8698,557,1952,35,693,1125,943,166,133,8783,18,119.0,7758.0,1828,7316.0,2681.0,48524,2163737.0,2011,ARKANSAS,0,0,0,AR
579,1512,17431,86465,52355,84090,10350,1047,82460,6224,6998,1100,17147,21921,27690,10659,11143,188188,590,244.0,104345.0,15904,99017.0,11246.0,310025,37483185.0,2011,CALIFORNIA,1,1,0,CA
580,107,936,4258,2407,19719,1084,235,13764,707,1700,121,655,4971,1701,319,818,15109,2,3134.0,27314.0,11424,1734.0,9672.0,84671,4644849.0,2011,COLORADO,0,1,0,CO
581,128,1397,3025,2771,13813,612,170,23258,899,1297,161,445,2310,1244,386,560,13667,61,1436.0,8487.0,919,4.0,12458.0,29448,3509272.0,2011,CONNECTICUT,1,0,0,CT
582,29,583,1623,981,6187,116,41,7362,559,1803,186,336,880,327,29,181,5110,6,169.0,242.0,1615,669.0,2141.0,5329,907135.0,2011,DELAWARE,0,1,0,DE
583,709,9148,31980,28778,94047,5345,319,88685,2983,13992,939,3440,7364,5785,4484,2734,130296,315,0.0,43784.0,27256,0.0,0.0,448935,19052717.0,2011,FLORIDA,0,0,0,FL
584,460,2787,10822,9596,41729,2148,401,33830,4461,6294,406,3679,4147,3971,1524,4032,42812,331,4354.0,31176.0,9783,3384.0,26769.0,98506,9214519.0,2011,GEORGIA,0,0,0,GA
585,17,82,1136,948,5859,183,47,5198,158,437,54,244,1162,427,18,275,6558,0,658.0,9161.0,4076,435.0,2220.0,23169,1493662.0,2011,IDAHO,0,0,0,ID
586,290,2524,3716,2570,13683,2610,61,19717,221,232,0,80,3904,3941,2432,609,38701,2429,353.0,3619.0,1060,0.0,11031.0,18337,2857044.0,2011,ILLINOIS,0,0,0,IL
587,243,1687,6281,4223,24499,1527,134,19091,1145,1699,21,1033,2011,1880,977,1277,23345,61,1473.0,20043.0,10395,16303.0,6873.0,47533,4962299.0,2011,INDIANA,0,0,0,IN
588,33,202,3594,1924,11985,381,134,9459,515,784,68,185,2520,566,128,213,9139,6,1151.0,11889.0,7261,12158.0,6155.0,23912,2685953.0,2011,IOWA,0,0,0,IA
589,44,189,1816,982,6193,382,67,11429,401,931,163,283,1875,600,213,301,7364,1,239.0,11470.0,6204,347.0,2746.0,23964,2017057.0,2011,KANSAS,0,0,0,KS
590,114,1146,2059,3818,15397,596,142,10545,1218,1164,333,1812,1236,1082,196,394,21383,7,4834.0,22973.0,500,19360.0,4998.0,60061,4103435.0,2011,KENTUCKY,0,0,0,KY
591,158,959,7095,3774,15419,577,122,15227,362,1411,24,1370,2537,1515,351,613,14925,103,733.0,6032.0,6723,2794.0,9772.0,25439,2433299.0,2011,LOUISIANA,0,0,0,LA
592,17,204,455,1396,6368,301,77,6562,368,755,56,198,1487,403,26,253,5627,3,129.0,5802.0,3937,24.0,1709.0,15312,1324187.0,2011,MAINE,1,1,0,ME
593,202,2819,6225,5982,20403,1585,375,25424,814,1554,289,192,3267,3235,1121,1175,41022,225,2054.0,17402.0,6129,10.0,6306.0,80150,4810360.0,2011,MARYLAND,0,0,0,MD
594,90,1808,9326,3693,13955,697,83,21483,578,1181,90,1283,3138,1479,860,566,10849,15,1962.0,9887.0,4311,7249.0,7384.0,35084,5972351.0,2011,MASSACHUSETTS,1,0,0,MA
595,158,2141,8968,6045,25970,1895,266,27645,678,4648,917,1588,3125,3926,320,862,31486,93,3858.0,29443.0,14923,391.0,8563.0,71740,8768968.0,2011,MICHIGAN,1,1,0,MI
596,69,1196,3723,2993,24268,977,167,16327,1081,2382,30,1674,3886,1688,885,1331,17727,22,644.0,24543.0,20644,1.0,13184.0,33289,5344861.0,2011,MINNESOTA,1,0,0,MN
597,173,625,1264,2373,8639,402,95,10911,639,1551,517,746,937,828,146,314,10862,200,4016.0,11251.0,1560,4409.0,6783.0,32803,1675272.0,2011,MISSISSIPPI,1,0,0,MS
598,252,2117,7650,6475,33181,1571,249,30529,1737,2643,255,2699,5300,3353,306,2018,35383,109,3593.0,29447.0,10269,609.0,13006.0,99891,5667706.0,2011,MISSOURI,0,0,0,MO
599,10,45,734,225,3698,163,32,3557,42,171,34,6,965,71,5,61,1790,0,321.0,4251.0,3915,0.0,3458.0,5495,898221.0,2011,MONTANA,0,0,0,MT
600,53,355,1490,902,9707,364,89,8348,304,1230,75,694,2587,835,143,560,10423,4,1355.0,12005.0,10191,0.0,3761.0,15961,1658043.0,2011,NEBRASKA,0,0,0,NE
601,107,1491,3924,2579,10895,505,376,15863,700,1354,403,1377,2230,1499,3941,1243,15562,31,1159.0,11834.0,7709,200.0,2765.0,49936,2432857.0,2011,NEVADA,0,1,0,NV
602,4,159,655,516,3522,75,39,5492,177,689,35,637,1122,77,49,142,3631,2,170.0,3616.0,3329,2993.0,1116.0,12343,1029821.0,2011,NEWHAMPSHIRE,0,0,0,NH
603,207,3561,7900,6584,26191,688,263,24331,1839,3323,211,3327,5227,4081,1086,1298,46377,103,14603.0,26206.0,7259,0.0,17791.0,128317,8760229.0,2011,NEWJERSEY,0,1,0,NJ
604,83,380,3802,1835,10800,408,214,9808,222,573,230,618,1277,692,264,220,8859,20,1654.0,11460.0,5084,658.0,3502.0,45917,1988459.0,2011,NEWMEXICO,0,1,0,NM
605,176,2851,7877,7376,43965,1607,237,33664,2446,5745,116,4773,14771,3065,777,3144,56508,160,532.0,35541.0,3746,0.0,11322.0,61918,9114359.0,2011,NEWYORK,0,0,0,NY
606,573,3900,14702,17331,52358,1430,422,60169,2359,18242,1472,4785,8696,7372,989,1686,42225,422,7703.0,53700.0,29426,0.0,16003.0,147622,9281220.0,2011,NORTHCAROLINA,0,0,0,NC
607,8,22,435,213,2602,109,12,1971,65,413,41,141,466,131,10,66,2243,0,121.0,4836.0,4269,332.0,1698.0,5571,645706.0,2011,NORTHDAKOTA,0,0,0,ND
608,235,2795,4138,6542,30043,901,234,35107,1109,2550,19,3513,4534,3217,1374,734,28943,59,3698.0,36528.0,9777,3117.0,17659.0,58311,8496426.0,2011,OHIO,0,0,0,OH
609,144,669,4111,2743,14507,513,182,8420,725,1897,437,2083,1240,1764,189,538,15931,10,831.0,14563.0,1969,19661.0,2712.0,36352,3489895.0,2011,OKLAHOMA,0,0,0,OK
610,68,933,3059,2541,20634,1219,261,13538,761,1625,33,409,4655,1744,376,1145,19262,1,587.0,14966.0,13663,0.0,10202.0,20658,3694895.0,2011,OREGON,1,1,0,OR
611,445,6470,15311,9730,46076,2593,547,45157,2669,6685,442,2852,9509,4222,1939,2452,52483,124,1141.0,48519.0,20017,23971.0,48699.0,51069,11798317.0,2011,PENNSYLVANIA,0,0,0,PA
612,6,141,499,773,2439,111,45,3829,94,542,102,312,1108,281,42,87,3111,11,124.0,2508.0,625,4.0,2880.0,10100,873472.0,2011,RHODEISLAND,0,1,0,RI
613,273,1309,5966,4479,21521,800,154,20486,1552,5124,399,2049,3409,1931,524,491,26287,240,1040.0,15674.0,7466,8736.0,13384.0,25346,4209115.0,2011,SOUTHCAROLINA,0,0,0,SC
614,14,35,482,361,3025,128,30,3697,111,562,29,76,600,128,19,73,3694,6,335.0,5269.0,4658,113.0,1984.0,3080,686820.0,2011,SOUTHDAKOTA,0,0,0,SD
615,316,2331,13470,8113,34706,2131,286,34415,2387,9055,745,730,4706,3532,2390,913,40911,365,3006.0,25559.0,7548,20339.0,11877.0,154501,6086443.0,2011,TENNESSEE,0,0,0,TN
616,640,6495,21619,17960,106018,3883,600,105950,6025,11801,490,729,11431,9637,6493,4061,126695,368,5191.0,85715.0,23842,117766.0,32867.0,310078,23937315.0,2011,TEXAS,0,0,0,TX
617,13,88,485,722,7237,156,23,4262,336,473,9,249,1486,493,64,471,5207,1,699.0,3184.0,4415,1172.0,1669.0,13744,1230046.0,2011,UTAH,0,0,0,UT
618,4,9,372,258,1124,95,10,1378,42,231,47,116,346,15,2,25,1041,0,309.0,2264.0,358,3.0,592.0,2229,456140.0,2011,VERMONT,0,1,0,VT
619,269,1982,4134,4733,32650,1008,279,41527,2194,6731,1621,1010,4852,3749,783,1083,35416,73,2205.0,28950.0,12312,33460.0,5345.0,118964,8003311.0,2011,VIRGINIA,0,0,0,VA
620,99,1139,3603,3765,20072,799,177,19230,935,731,53,1888,4270,1549,239,616,12570,5,574.0,11101.0,4994,29.0,3548.0,36677,3886312.0,2011,WASHINGTON,1,1,0,WA
621,46,236,1604,1007,5239,250,41,6186,435,785,138,340,923,391,98,152,6798,23,86.0,5356.0,1710,3037.0,1033.0,14148,1498772.0,2011,WESTVIRGINIA,0,0,0,WV
622,127,1775,4853,4126,30489,1035,155,17195,1156,3684,168,1480,8302,3799,457,2510,24140,148,2287.0,28798.0,27068,12.0,48195.0,98086,5284971.0,2011,WISCONSIN,0,0,0,WI
623,8,28,493,241,2369,94,31,2911,84,196,3,56,662,118,13,151,3205,2,213.0,4970.0,3285,2679.0,1257.0,10564,548033.0,2011,WYOMING,0,0,0,WY
624,1,14,7,24,462,3,0,243,6,22,20,18,4,16,0,4,306,0,0.0,286.0,8,135.0,17.0,321,82332.0,2012,ALABAMA,0,0,0,AL
625,16,203,1313,309,3055,203,35,3864,63,158,104,18,770,225,38,275,1547,1,240.0,2951.0,1837,64.0,928.0,11374,464937.0,2012,ALASKA,1,1,0,AK
626,235,1836,5810,4315,32314,1535,638,23323,1659,2037,213,1209,10437,2281,679,1489,27273,2,2580.0,31263.0,16947,1.0,14071.0,71019,5945274.0,2012,ARIZONA,0,1,0,AZ
627,119,626,3220,2743,13532,352,53,11635,821,1824,46,1057,1430,1158,255,184,11083,21,258.0,9226.0,2414,9433.0,3453.0,62029,2510046.0,2012,ARKANSAS,0,0,0,AR
628,1594,16676,83210,51443,78489,13303,1065,78755,5693,7054,1074,19007,18488,25841,10484,11139,194290,460,266.0,172345.0,15241,94445.0,8831.0,305725,37416909.0,2012,CALIFORNIA,1,1,0,CA
629,116,868,4058,2177,19726,1002,223,13604,655,1491,103,770,4963,1743,307,619,15953,0,3092.0,26180.0,11766,1385.0,8970.0,91929,4700965.0,2012,COLORADO,0,1,0,CO
630,134,1299,2796,2694,12884,584,118,21308,616,1182,168,450,2199,1227,371,598,9651,71,1514.0,8612.0,608,22.0,12796.0,28012,3388202.0,2012,CONNECTICUT,1,0,0,CT
631,26,596,1698,1233,6608,142,34,7990,493,1911,188,384,922,327,39,211,5463,3,244.0,292.0,1903,550.0,1973.0,5471,916825.0,2012,DELAWARE,0,1,0,DE
632,707,8298,30985,26451,93335,5444,351,85915,3034,14988,910,3133,6881,6177,4753,2797,127919,330,0.0,44894.0,26954,0.0,0.0,464210,19290951.0,2012,FLORIDA,0,0,0,FL
633,408,2829,10115,8215,40239,1721,205,33107,4051,5496,418,3247,4124,3500,1614,3829,42889,385,4059.0,27903.0,9710,3202.0,25067.0,91804,8827198.0,2012,GEORGIA,0,0,0,GA
634,3,76,166,163,699,106,4,505,18,6,0,0,56,108,15,32,892,34,6.0,879.0,149,0.0,122.0,4703,158760.0,2012,HAWAII,0,1,0,HI
635,19,100,1273,1057,5894,195,79,5444,159,419,50,218,1152,525,27,300,6848,0,710.0,9097.0,3998,478.0,2185.0,23462,1582856.0,2012,IDAHO,0,0,0,ID
636,319,2440,3545,2317,13579,2387,61,18286,170,212,1,90,3504,3982,2154,549,35715,2467,319.0,4192.0,914,0.0,10613.0,17000,2860675.0,2012,ILLINOIS,0,0,0,IL
637,169,1104,4600,3094,18588,1063,129,15110,679,1421,79,787,1872,1462,828,1327,18372,18,1192.0,14844.0,8661,11071.0,5491.0,39141,4176156.0,2012,INDIANA,0,0,0,IN
638,28,244,3767,1857,11584,342,128,8442,548,766,95,248,2197,618,189,191,8666,6,1041.0,10845.0,6183,12060.0,5954.0,25881,2706862.0,2012,IOWA,0,0,0,IA
639,43,221,1859,1009,6444,426,55,11035,391,841,196,324,1974,616,154,279,7629,1,243.0,10378.0,5845,346.0,2833.0,24865,2066137.0,2012,KANSAS,0,0,0,KS
640,161,1231,2064,3939,16744,674,181,10956,1104,976,432,1772,1126,1122,270,400,21141,19,4752.0,23157.0,517,18837.0,4960.0,62328,4192532.0,2012,KENTUCKY,0,0,0,KY
641,182,937,6400,3791,17310,577,100,14414,354,1217,20,1300,2102,1519,447,563,15748,75,863.0,5259.0,4898,2751.0,9572.0,31706,2304044.0,2012,LOUISIANA,0,0,0,LA
642,19,233,467,1302,6618,264,76,6364,284,659,55,199,1472,406,56,277,5544,3,121.0,5834.0,3887,27.0,1883.0,14869,1325207.0,2012,MAINE,1,1,0,ME
643,218,2989,6122,6083,19861,1619,299,24108,802,1288,266,162,3205,3189,1116,1143,39733,206,1929.0,16769.0,5725,5.0,6025.0,71074,5351617.0,2012,MARYLAND,0,0,0,MD
644,52,1590,8834,3486,14741,563,110,21656,571,1329,143,1450,3217,1311,941,547,11599,19,1818.0,8541.0,4111,7027.0,6881.0,36695,6123817.0,2012,MASSACHUSETTS,1,0,0,MA
645,157,2003,8820,5386,25928,1612,263,27750,529,4282,825,1626,3088,3843,386,859,31823,45,4029.0,29206.0,14450,317.0,8561.0,75481,9159042.0,2012,MICHIGAN,1,1,0,MI
646,44,579,2598,2331,20612,928,154,12600,843,1748,33,1477,3002,931,297,1076,15087,15,338.0,22278.0,14549,0.0,9381.0,21996,4698199.0,2012,MINNESOTA,1,0,0,MN
647,83,406,1108,1894,8032,347,47,9605,513,1355,559,694,887,841,193,246,10678,172,3346.0,10221.0,1486,4841.0,6294.0,29894,1535347.0,2012,MISSISSIPPI,1,0,0,MS
648,289,1968,7374,5584,35286,1684,284,28617,1698,2493,284,2666,5126,3230,381,1801,34943,21,3420.0,26860.0,9895,665.0,12274.0,100725,5612383.0,2012,MISSOURI,0,0,0,MO
649,10,57,786,331,4098,197,45,3892,46,139,40,28,1072,91,4,96,2077,0,379.0,4418.0,3865,0.0,3445.0,6688,949729.0,2012,MONTANA,0,0,0,MT
650,30,334,1516,851,9586,369,87,7778,332,1456,77,780,2571,914,198,570,10433,8,1295.0,10639.0,8833,2.0,3364.0,15175,1691152.0,2012,NEBRASKA,0,0,0,NE
651,120,1519,4719,2917,11875,664,113,16166,760,1531,436,1466,1782,1464,3620,1257,15001,52,1073.0,11576.0,7189,149.0,1905.0,51728,2749103.0,2012,NEVADA,0,1,0,NV
652,8,208,605,579,3879,93,51,5883,209,793,39,741,1273,74,103,132,3941,3,176.0,4109.0,4383,3265.0,1358.0,13442,1167974.0,2012,NEWHAMPSHIRE,0,0,0,NH
653,220,3528,7277,6526,25560,674,235,23491,1728,3106,204,3322,4638,3957,892,1260,51111,99,11123.0,25697.0,5070,0.0,17853.0,128603,8637883.0,2012,NEWJERSEY,0,1,0,NJ
654,83,337,3474,1717,10282,307,254,9389,216,468,194,683,1132,609,289,153,8044,0,1457.0,10126.0,4432,353.0,3352.0,40915,1767251.0,2012,NEWMEXICO,0,1,0,NM
655,206,3720,9937,9180,51088,2124,374,37449,3571,6062,97,5689,17728,4011,802,3419,65840,188,389.0,33053.0,4746,0.0,11942.0,65599,10798302.0,2012,NEWYORK,0,0,0,NY
656,560,3774,13961,15218,49443,1217,370,54167,2039,14901,1352,4436,7621,6618,808,1636,38240,194,7534.0,46855.0,13545,0.0,12450.0,137898,8780316.0,2012,NORTHCAROLINA,0,0,0,NC
657,7,46,435,219,2736,145,19,2249,61,423,43,132,504,213,34,84,2446,0,131.0,5730.0,4268,322.0,1992.0,6656,685149.0,2012,NORTHDAKOTA,0,0,0,ND
658,181,2020,3659,5493,29238,550,158,29501,965,2162,11,3325,3969,2518,794,659,26936,55,2706.0,35629.0,8254,2986.0,14904.0,49347,7192479.0,2012,OHIO,0,0,0,OH
659,133,591,3808,2532,14444,495,193,8425,624,1711,408,2366,1302,1984,364,543,16688,5,724.0,13801.0,1849,18683.0,2571.0,32049,3589287.0,2012,OKLAHOMA,0,0,0,OK
660,83,1110,2791,2488,21158,1404,229,12645,716,1700,36,496,4049,1712,431,1144,18929,2,544.0,13592.0,12458,0.0,10185.0,18496,3610267.0,2012,OREGON,1,1,0,OR
661,548,6432,15485,9959,49597,2543,566,45280,2509,6866,440,2749,9279,4154,2139,2584,55610,136,1276.0,49103.0,19481,24734.0,48505.0,55293,12251464.0,2012,PENNSYLVANIA,0,0,0,PA
662,10,172,650,728,2757,123,30,4353,120,549,115,415,1106,404,74,104,3665,6,129.0,2548.0,656,5.0,2990.0,11384,1044186.0,2012,RHODEISLAND,0,1,0,RI
663,261,1320,5356,4665,21598,776,160,18126,1723,4477,319,1986,2731,1966,528,543,27174,167,940.0,17906.0,7624,9324.0,13064.0,25581,4112716.0,2012,SOUTHCAROLINA,0,0,0,SC
664,10,49,643,389,3294,152,30,3926,75,674,52,106,580,164,49,71,4372,0,436.0,5816.0,4599,106.0,2184.0,7082,747870.0,2012,SOUTHDAKOTA,0,0,0,SD
665,261,2171,13990,6852,34996,2087,219,31990,2174,7908,782,719,4414,3568,2174,842,43448,289,2368.0,26858.0,7995,20224.0,10847.0,127180,5863606.0,2012,TENNESSEE,0,0,0,TN
666,708,6365,21448,17029,108304,3985,538,105747,5558,10205,429,858,10796,10222,7009,4087,133110,527,5159.0,85436.0,21803,111370.0,29385.0,300461,25224224.0,2012,TEXAS,0,0,0,TX
667,32,373,1486,1315,17697,408,82,10613,761,817,26,875,3741,1291,104,871,12710,10,1324.0,6061.0,8009,3993.0,3999.0,39310,2794195.0,2012,UTAH,0,0,0,UT
668,8,21,429,330,1380,88,26,1552,65,266,48,131,364,20,3,32,1390,0,316.0,2517.0,395,9.0,679.0,2943,557989.0,2012,VERMONT,0,1,0,VT
669,271,1699,4483,4574,31879,835,310,39139,2294,6460,1522,946,4504,3556,829,1079,38038,46,2792.0,28908.0,11653,32070.0,5141.0,114073,8178905.0,2012,VIRGINIA,0,0,0,VA
670,122,1704,4937,4604,25737,970,201,23210,1112,846,56,2482,4773,1772,432,615,12706,3,608.0,30501.0,4985,38.0,3191.0,46165,5173068.0,2012,WASHINGTON,1,1,0,WA
671,43,201,1445,940,5251,229,45,5512,388,711,130,316,854,354,73,150,6647,3,100.0,5654.0,1697,2067.0,1081.0,12354,1357601.0,2012,WESTVIRGINIA,0,0,0,WV
672,151,1639,6132,4136,33269,1091,170,18315,1170,3773,198,1715,8620,3715,383,2779,26073,138,2514.0,29126.0,24830,1.0,45856.0,100855,5373766.0,2012,WISCONSIN,0,0,0,WI
673,13,29,389,266,2121,86,36,2691,51,183,3,54,605,92,18,120,3036,1,248.0,4147.0,3007,2557.0,1004.0,9315,520353.0,2012,WYOMING,0,0,0,WY
674,2,12,10,11,670,2,1,233,7,15,17,30,6,27,4,0,325,0,1.0,259.0,16,132.0,21.0,312,84139.0,2013,ALABAMA,0,0,0,AL
675,22,222,1288,264,3461,215,66,3590,49,172,87,32,776,234,647,219,1475,0,224.0,2689.0,1385,100.0,939.0,10693,473660.0,2013,ALASKA,1,1,0,AK
676,253,1815,7160,4302,36258,1623,216,26443,1519,2287,201,1257,11283,2637,743,1688,30962,1,2247.0,31662.0,17822,0.0,15533.0,79003,6466774.0,2013,ARIZONA,0,1,0,AZ
677,95,650,3057,2762,13443,369,57,11022,804,1584,27,1022,1308,997,198,192,11391,39,314.0,7811.0,2355,8628.0,3292.0,65618,2746564.0,2013,ARKANSAS,0,0,0,AR
678,1425,15930,82387,50390,74234,13909,1091,77525,5598,6722,1053,19613,17445,25676,10260,10286,217520,389,266.0,161055.0,14029,90812.0,7205.0,295305,38284824.0,2013,CALIFORNIA,1,1,0,CA
679,120,1000,4238,2425,24873,1340,195,15461,648,1758,89,646,5141,1841,314,687,12370,3,3183.0,28723.0,13377,238.0,10359.0,99945,5107902.0,2013,COLORADO,1,1,1,CO
680,48,1117,2219,2065,12300,574,399,16691,574,1018,185,318,1936,1030,221,427,9137,14,1284.0,8207.0,377,6.0,10032.0,25301,3410076.0,2013,CONNECTICUT,1,1,0,CT
681,9,511,1591,991,6295,93,28,7224,386,1795,196,394,907,332,100,188,6250,3,267.0,325.0,1336,530.0,1782.0,5101,923312.0,2013,DELAWARE,0,1,0,DE
682,662,7940,30123,22822,94392,5452,324,82557,2527,13988,950,2794,6680,5088,3755,2663,126137,303,0.0,41994.0,25229,0.0,0.0,425913,19487611.0,2013,FLORIDA,0,0,0,FL
683,455,2714,8631,7258,40956,1579,200,31366,3790,5334,518,3355,3667,3392,1176,3564,44539,211,3634.0,25912.0,7649,2657.0,23724.0,94916,8998583.0,2013,GEORGIA,0,0,0,GA
684,1,57,223,225,972,144,9,569,10,5,0,0,80,112,6,40,1087,70,11.0,998.0,133,0.0,139.0,4458,159652.0,2013,HAWAII,0,1,0,HI
685,19,107,1307,1026,5422,182,60,5200,169,373,52,250,981,437,14,266,7591,32,733.0,8109.0,3158,511.0,2006.0,23230,1606277.0,2013,IDAHO,0,0,0,ID
686,363,2541,3163,1932,12315,2487,58,17566,188,202,1,72,3096,3438,1424,562,35001,2019,311.0,3868.0,614,0.0,11639.0,17685,2870763.0,2013,ILLINOIS,0,0,0,IL
687,158,1059,4754,2523,18047,1042,111,13541,755,1047,145,710,1464,1437,725,1057,12470,74,936.0,12295.0,7230,7454.0,4278.0,35090,3817113.0,2013,INDIANA,0,0,0,IN
688,32,348,3573,1790,13079,457,140,8602,566,724,72,244,2069,711,113,224,9182,4,1279.0,9825.0,5181,11256.0,5515.0,25870,2780814.0,2013,IOWA,0,0,0,IA
689,63,206,1746,867,5904,383,55,10665,370,940,202,380,2002,594,245,246,8130,3,250.0,9730.0,4660,355.0,2337.0,27719,2068879.0,2013,KANSAS,0,0,0,KS
690,129,1275,2096,3669,18060,607,170,11175,1051,1063,428,1902,1096,1007,298,418,21830,15,4891.0,21946.0,260,17041.0,4715.0,62669,4315933.0,2013,KENTUCKY,0,0,0,KY
691,205,954,7141,4353,23026,843,100,17955,659,1643,158,1273,2758,1815,529,760,20727,83,1077.0,6182.0,1650,3118.0,7929.0,43979,3114237.0,2013,LOUISIANA,0,0,0,LA
692,17,177,532,1095,6358,250,46,5882,271,669,43,187,1255,304,49,222,5608,7,93.0,5826.0,3631,16.0,1663.0,15208,1326033.0,2013,MAINE,1,1,0,ME
693,166,2156,4396,4206,15382,926,259,18220,536,1041,191,95,2222,2384,759,578,34006,88,1828.0,14793.0,3265,80.0,3930.0,56212,3899502.0,2013,MARYLAND,0,0,0,MD
694,50,1573,8619,3363,15672,560,124,21418,597,1490,133,1351,2864,1384,923,450,11206,15,1648.0,8381.0,3664,7256.0,6522.0,35755,6411005.0,2013,MASSACHUSETTS,1,1,0,MA
695,247,2104,8613,4885,25344,1547,249,26452,603,4326,1010,1614,2831,4035,295,837,34128,71,3578.0,27643.0,12941,367.0,7326.0,79464,9198477.0,2013,MICHIGAN,1,1,0,MI
696,91,1196,3785,2638,24895,1015,101,14880,984,2145,25,1895,3213,1736,721,1201,19056,33,685.0,21206.0,14072,0.0,10832.0,29357,5419634.0,2013,MINNESOTA,1,0,0,MN
